disk,cpu_id,sequence_number,timestamp,process_id,action,operation,sector_number,request_size,process_name
"8,16",2,180,0.903453813,2569,D,R,3691456,256,[java]
"8,16",2,185,0.903487048,2569,I,R,3691712,256,[java]
"8,16",2,187,0.903489581,2569,D,R,3691712,256,[java]
"8,16",2,188,0.904434349,0,C,R,3691456,256,[0]
"8,16",2,189,0.905534221,2865,C,R,3691712,256,[0]
"8,16",3,63,0.898065712,0,C,R,4483944,256,[0]
"8,16",3,67,0.898201155,2569,I,R,3691200,256,[java]
"8,16",3,68,0.898205357,2569,D,R,3691200,256,[java]
"8,16",3,70,0.90336739,0,C,R,3691200,256,[0]
"8,16",3,74,0.911099003,2568,I,R,7302520,256,[java]
"8,16",3,75,0.911112094,2568,D,R,7302520,256,[java]
"8,16",3,77,0.91703163,0,C,R,7302520,256,[0]
"8,16",3,81,0.917102555,2568,I,R,7302776,256,[java]
"8,16",3,82,0.917106424,2568,D,R,7302776,256,[java]
"8,16",3,87,0.917204797,2568,I,R,7303032,256,[java]
"8,16",3,89,0.917207713,2568,D,R,7303032,256,[java]
"8,16",3,90,0.918075012,0,C,R,7302776,256,[0]
"8,16",3,91,0.920164583,2569,C,R,7303032,256,[0]
"8,16",2,193,0.92385524,2568,I,R,7623360,256,[java]
"8,16",2,194,0.92386093,2568,D,R,7623360,256,[java]
"8,16",2,196,0.931989275,0,C,R,7623360,256,[0]
"8,16",2,200,0.93214462,2568,I,R,7664488,256,[java]
"8,16",2,201,0.932148407,2568,D,R,7664488,256,[java]
"8,16",2,203,0.939770508,0,C,R,7664488,256,[0]
"8,16",2,207,0.939861234,2568,I,R,7664744,256,[java]
"8,16",2,208,0.93986447,2568,D,R,7664744,256,[java]
"8,16",2,213,0.939915777,2568,I,R,7665000,256,[java]
"8,16",2,215,0.939918217,2568,D,R,7665000,256,[java]
"8,16",2,216,0.940971908,0,C,R,7664744,256,[0]
"8,16",2,217,0.941882343,2492,C,R,7665000,256,[0]
"8,16",3,95,0.951802851,2568,I,R,4485256,128,[java]
"8,16",3,97,0.951810023,2568,D,R,4485256,128,[java]
"8,16",3,98,0.962590374,0,C,R,4485256,128,[0]
"8,16",3,102,0.962749999,2568,I,R,3732816,256,[java]
"8,16",3,103,0.962754384,2568,D,R,3732816,256,[java]
"8,16",3,105,0.975017222,0,C,R,3732816,256,[0]
"8,16",3,109,0.975083157,2568,I,R,3733072,256,[java]
"8,16",3,110,0.975087292,2568,D,R,3733072,256,[java]
"8,16",3,115,0.975146928,2568,I,R,3733328,256,[java]
"8,16",3,117,0.975149668,2568,D,R,3733328,256,[java]
"8,16",3,118,0.976123939,0,C,R,3733072,256,[0]
"8,16",3,119,0.978261851,2851,C,R,3733328,256,[0]
"8,16",3,123,0.978919934,2568,I,R,4474960,256,[java]
"8,16",3,124,0.978925303,2568,D,R,4474960,256,[java]
"8,16",3,126,0.98775166,0,C,R,4474960,256,[0]
"8,16",3,130,0.987969783,2568,I,R,3373112,256,[java]
"8,16",3,131,0.9879743,2568,D,R,3373112,256,[java]
"8,16",3,133,1.000025696,0,C,R,3373112,256,[0]
"8,16",3,137,1.000093848,2568,I,R,3373368,256,[java]
"8,16",3,138,1.000097954,2568,D,R,3373368,256,[java]
"8,16",3,143,1.000158962,2568,I,R,3373624,256,[java]
"8,16",3,145,1.000161563,2568,D,R,3373624,256,[java]
"8,16",3,146,1.001066207,0,C,R,3373368,256,[0]
"8,16",3,147,1.002152204,2851,C,R,3373624,256,[0]
"8,16",3,151,1.004293485,2568,I,R,4487336,136,[java]
"8,16",3,152,1.0043,2568,D,R,4487336,136,[java]
"8,16",3,154,1.014427258,0,C,R,4487336,136,[0]
"8,16",3,158,1.014605593,2568,I,R,3811104,256,[java]
"8,16",3,159,1.014610346,2568,D,R,3811104,256,[java]
"8,16",3,161,1.02173971,0,C,R,3811104,256,[0]
"8,16",3,165,1.021811064,2568,I,R,3811360,256,[java]
"8,16",3,166,1.021815502,2568,D,R,3811360,256,[java]
"8,16",3,171,1.021875391,2568,I,R,3811616,256,[java]
"8,16",3,173,1.021878099,2568,D,R,3811616,256,[java]
"8,16",3,174,1.022619831,0,C,R,3811360,256,[0]
"8,16",3,175,1.024875939,2851,C,R,3811616,256,[0]
"8,16",3,179,1.026359128,2568,I,R,4474248,184,[java]
"8,16",3,180,1.026365097,2568,D,R,4474248,184,[java]
"8,16",3,182,1.033135218,0,C,R,4474248,184,[0]
"8,16",3,186,1.033322506,2568,I,R,3348120,256,[java]
"8,16",3,187,1.033327305,2568,D,R,3348120,256,[java]
"8,16",3,189,1.04513266,0,C,R,3348120,256,[0]
"8,16",3,193,1.045235405,2568,I,R,3348376,256,[java]
"8,16",3,194,1.045239961,2568,D,R,3348376,256,[java]
"8,16",3,196,1.046101212,0,C,R,3348376,256,[0]
"8,16",3,200,1.048916106,2569,I,R,7419840,256,[java]
"8,16",3,201,1.048928476,2569,D,R,7419840,256,[java]
"8,16",3,203,1.061370847,0,C,R,7419840,256,[0]
"8,16",3,207,1.061570255,2569,I,R,6981368,256,[java]
