disk,cpu_id,sequence_number,timestamp,process_id,action,operation,sector_number,request_size,process_name
"8,16",2,340,1.055231291,19280,I,R,2021456,256,[java]
"8,16",2,341,1.055235725,19280,D,R,2021456,256,[java]
"8,16",2,343,1.059819738,0,C,R,2021456,256,[0]
"8,16",2,347,1.059896465,19280,I,R,2021712,256,[java]
"8,16",2,348,1.059900198,19280,D,R,2021712,256,[java]
"8,16",2,353,1.059947803,19280,I,R,2021968,256,[java]
"8,16",2,355,1.059951079,19280,D,R,2021968,256,[java]
"8,16",2,356,1.06210498,0,C,R,2021712,256,[0]
"8,16",2,357,1.063155601,19173,C,R,2021968,256,[0]
"8,16",2,361,1.064527857,19280,I,R,3691312,256,[java]
"8,16",2,362,1.064533672,19280,D,R,3691312,256,[java]
"8,16",2,364,1.074425275,0,C,R,3691312,256,[0]
"8,16",2,368,1.074599086,19280,I,R,3149624,256,[java]
"8,16",2,369,1.074603312,19280,D,R,3149624,256,[java]
"8,16",2,371,1.084453722,0,C,R,3149624,256,[0]
"8,16",2,375,1.084512952,19280,I,R,3149880,256,[java]
"8,16",2,376,1.084516679,19280,D,R,3149880,256,[java]
"8,16",2,381,1.084568996,19280,I,R,3150136,256,[java]
"8,16",2,383,1.084572122,19280,D,R,3150136,256,[java]
"8,16",2,384,1.085430936,0,C,R,3149880,256,[0]
"8,16",2,385,1.086514092,19173,C,R,3150136,256,[0]
"8,16",2,389,1.094460776,19245,I,R,2429200,256,[java]
"8,16",2,391,1.094971544,215,D,R,2429200,256,[kworker/2:1H]
"8,16",2,392,1.107452684,0,C,R,2429200,256,[0]
"8,16",2,396,1.107609077,19245,I,RM,20488,8,[java]
"8,16",2,398,1.107616664,215,D,RM,20488,8,[kworker/2:1H]
"8,16",2,399,1.115388777,0,C,RM,20488,8,[0]
"8,16",2,403,1.115418867,19245,I,R,363640,8,[java]
"8,16",2,405,1.115425121,215,D,R,363640,8,[kworker/2:1H]
"8,16",2,406,1.119159456,0,C,R,363640,8,[0]
"8,16",2,410,1.119200854,19245,I,R,168256,8,[java]
"8,16",2,412,1.119206952,215,D,R,168256,8,[kworker/2:1H]
"8,16",2,413,1.129086518,0,C,R,168256,8,[0]
"8,16",2,417,1.129110539,19245,I,R,363536,8,[java]
"8,16",2,419,1.129120941,215,D,R,363536,8,[kworker/2:1H]
